Dataset,Control Unit,Method,Pre RMSPE,Post RMSPE,Post/pre RMSPE ratio,W,Constant
smoking_data,Mississippi,SC,2.7924662564663865,3.2492239795691913,1.1635678576402175,"[[1.98549876e-01]
 [2.93942218e-01]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [9.72226404e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [4.24095245e-04]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.58588368e-01]
 [4.12189389e-04]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.97434123e-01]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [9.05846378e-05]
 [0.00000000e+00]
 [2.26456535e-04]
 [1.53561123e-01]
 [0.00000000e+00]
 [1.40931033e-06]]",
smoking_data,Mississippi,DSC,2.785269674624157,4.699696572755483,1.6873398707396827,"[[1.57378409e-01]
 [2.21644688e-01]
 [9.22796520e-05]
 [7.20468552e-05]
 [8.11999132e-05]
 [5.14551601e-05]
 [7.33787226e-05]
 [8.95221486e-05]
 [7.49105764e-05]
 [6.83670649e-05]
 [6.63766697e-05]
 [4.90936494e-05]
 [4.36134470e-05]
 [5.40239737e-05]
 [6.30686485e-05]
 [8.13898125e-05]
 [8.16146625e-05]
 [7.42481851e-05]
 [1.19711471e-04]
 [1.21461852e-04]
 [2.99258913e-02]
 [5.44878557e-05]
 [5.58732193e-05]
 [8.10056584e-05]
 [4.62708049e-05]
 [7.95924054e-05]
 [7.08637055e-05]
 [5.33281137e-01]
 [4.67243755e-05]
 [4.39040959e-05]
 [7.05962789e-05]
 [5.57430730e-02]
 [6.55159104e-05]
 [9.51127075e-05]
 [0.00000000e+00]
 [8.30349040e-05]
 [9.67949013e-05]]",-3.3206998690094567
smoking_data,Missouri,SC,4.821448905193923,18.57860354902055,3.853323744446754,"[[0.01385765]
 [0.01156015]
 [0.04506079]
 [0.04238193]
 [0.03672909]
 [0.02535255]
 [0.02200567]
 [0.04254545]
 [0.03754839]
 [0.02901672]
 [0.03874436]
 [0.02825528]
 [0.01583009]
 [0.01919692]
 [0.03080521]
 [0.00643938]
 [0.01983889]
 [0.02879504]
 [0.032749  ]
 [0.03027563]
 [0.01057159]
 [0.03230819]
 [0.02505812]
 [0.03440903]
 [0.02759865]
 [0.03152964]
 [0.03022   ]
 [0.01413941]
 [0.01987859]
 [0.01914839]
 [0.02301396]
 [0.02317343]
 [0.02048887]
 [0.05292096]
 [0.01314825]
 [0.02180626]
 [0.04359851]]",
smoking_data,Missouri,DSC,4.2851181892837715,16.467855998247945,3.84303425735859,"[[1.60595571e-02]
 [4.67104298e-02]
 [1.65269560e-02]
 [6.75353309e-02]
 [1.99752493e-02]
 [9.46930184e-03]
 [9.07743257e-02]
 [5.43564712e-02]
 [3.30507796e-02]
 [4.03117642e-02]
 [3.97783703e-02]
 [2.27750969e-02]
 [2.94234876e-05]
 [4.49538049e-02]
 [2.81786626e-02]
 [2.14908697e-05]
 [2.94768389e-02]
 [3.74234333e-02]
 [5.45146500e-02]
 [3.17381348e-02]
 [1.02711542e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [4.37994659e-02]
 [4.39722050e-02]
 [6.07515859e-02]
 [1.89570914e-02]
 [4.59466619e-05]
 [1.37499542e-02]
 [2.99946116e-02]
 [1.59433964e-03]
 [7.20626595e-05]
 [3.44838060e-03]
 [2.01693940e-02]
 [4.33336026e-02]
 [9.42127592e-03]
 [2.72102405e-02]]",2.795288469435644
smoking_data,Montana,SC,15.13426056559007,18.54373641703615,1.225281957890828,"[[0.03278124]
 [0.0873597 ]
 [0.01516125]
 [0.01664001]
 [0.00844127]
 [0.006892  ]
 [0.13154182]
 [0.0095178 ]
 [0.0073009 ]
 [0.02977497]
 [0.00201342]
 [0.03469387]
 [0.01036366]
 [0.06282215]
 [0.00218739]
 [0.02255185]
 [0.05217816]
 [0.02742739]
 [0.03592178]
 [0.02354804]
 [0.00999068]
 [0.01632432]
 [0.01321311]
 [0.02369032]
 [0.03673746]
 [0.05082148]
 [0.00571094]
 [0.02367004]
 [0.01724123]
 [0.04181889]
 [0.00786029]
 [0.02299392]
 [0.00537242]
 [0.01780102]
 [0.07733029]
 [0.00316267]
 [0.0071439 ]]",
smoking_data,Montana,DSC,5.032537681945434,4.182099691641107,0.8310120968680811,"[[2.90936176e-02]
 [7.77314005e-02]
 [1.58833463e-02]
 [6.69316562e-03]
 [1.06732199e-02]
 [5.86679698e-03]
 [1.25944729e-01]
 [6.36894058e-03]
 [5.88595882e-03]
 [2.76197291e-02]
 [1.25778197e-04]
 [3.02777590e-02]
 [1.42318372e-02]
 [5.86074403e-02]
 [9.68504805e-04]
 [2.60958192e-02]
 [4.82651495e-02]
 [2.87422202e-02]
 [4.51875152e-02]
 [4.12117097e-02]
 [2.35338016e-02]
 [1.47542916e-02]
 [1.60950656e-02]
 [2.38368193e-02]
 [2.86766270e-02]
 [4.67158191e-02]
 [6.57427497e-03]
 [2.87934433e-02]
 [1.75650928e-02]
 [3.86957119e-02]
 [1.30201853e-02]
 [1.78220603e-02]
 [9.66349138e-03]
 [1.59897597e-02]
 [7.03367173e-02]
 [1.31013976e-02]
 [9.35187835e-03]]",-16.329186212261966
smoking_data,Nebraska,SC,18.523913696174784,12.481272750395844,0.6737924261098909,"[[0.02813142]
 [0.02846452]
 [0.02480191]
 [0.03416179]
 [0.03174611]
 [0.02649082]
 [0.02551455]
 [0.03051449]
 [0.02069188]
 [0.02994498]
 [0.02655126]
 [0.0064828 ]
 [0.02964572]
 [0.03005719]
 [0.03256297]
 [0.02759358]
 [0.02618518]
 [0.02914262]
 [0.03633667]
 [0.02927741]
 [0.03133267]
 [0.00624053]
 [0.02868429]
 [0.02780593]
 [0.02727559]
 [0.03150325]
 [0.03112974]
 [0.01874793]
 [0.027499  ]
 [0.02690742]
 [0.03400525]
 [0.02317145]
 [0.03005901]
 [0.0134756 ]
 [0.02916153]
 [0.03517519]
 [0.02352775]]",
smoking_data,Nebraska,DSC,2.80983669427792,7.8765242657246155,2.803196456849158,"[[0.02062335]
 [0.01988346]
 [0.03463768]
 [0.0474124 ]
 [0.03947259]
 [0.02521454]
 [0.02192308]
 [0.0412035 ]
 [0.02487402]
 [0.03224556]
 [0.03371404]
 [0.00073933]
 [0.02353775]
 [0.02642125]
 [0.03728383]
 [0.01191497]
 [0.02922039]
 [0.02512257]
 [0.04245263]
 [0.03158214]
 [0.02223739]
 [0.0033437 ]
 [0.02799511]
 [0.03239503]
 [0.02791726]
 [0.03587252]
 [0.03442897]
 [0.00752819]
 [0.02333234]
 [0.02187617]
 [0.03383552]
 [0.02028621]
 [0.02671281]
 [0.02437262]
 [0.0220101 ]
 [0.03462033]
 [0.03175669]]",-19.460876532847347
smoking_data,Nevada,SC,9.022169295086055,20.10358465773614,2.228242898155946,"[[0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.48223542]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.51776458]
 [0.        ]]",
smoking_data,Nevada,DSC,13.984522781615489,27.486522440501695,1.965495917861164,"[[0.        ]
 [0.        ]
 [0.        ]
 [0.26952486]
 [0.        ]
 [0.        ]
 [0.21874892]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.00027603]
 [0.        ]
 [0.2224526 ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.15153788]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.14115012]
 [0.        ]]",32.41419529018048
smoking_data,New Hampshire,SC,71.43409799634443,50.27586230866746,0.7038076173543939,"[[0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [8.80613440e-01]
 [0.00000000e+00]
 [1.20105095e-01]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [6.96160154e-04]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]]",
smoking_data,New Hampshire,DSC,18.46132722110943,37.11965937994961,2.010671222895908,"[[0.00000000e+00]
 [0.00000000e+00]
 [7.38547436e-05]
 [2.01975090e-04]
 [8.13192789e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.30941983e-04]
 [0.00000000e+00]
 [0.00000000e+00]
 [2.68453124e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [2.66662618e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [9.14580777e-02]
 [0.00000000e+00]
 [4.82880641e-01]
 [0.00000000e+00]
 [1.79253852e-01]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.57066597e-05]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [2.49681879e-01]
 [0.00000000e+00]
 [0.00000000e+00]
 [5.63973282e-05]]",82.52006240690817
smoking_data,New Mexico,SC,18.038482028223807,28.02696611550407,1.553731964344441,"[[1.02573646e-01]
 [6.96932331e-02]
 [5.30477375e-04]
 [5.47210688e-05]
 [4.55782667e-04]
 [8.11027166e-03]
 [1.52821542e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [1.07129102e-03]
 [1.01367365e-04]
 [3.46421470e-03]
 [1.05241130e-01]
 [1.81189578e-02]
 [3.16267380e-02]
 [1.74397085e-01]
 [4.84145103e-03]
 [3.51124872e-03]
 [8.91718679e-04]
 [2.61299016e-03]
 [1.50542536e-03]
 [2.60307470e-04]
 [4.40298644e-02]
 [7.75461264e-04]
 [1.78837987e-03]
 [4.15063643e-03]
 [3.24466067e-04]
 [1.88971036e-02]
 [4.13846756e-02]
 [2.09727191e-02]
 [6.55262770e-02]
 [1.38053089e-01]
 [2.09467567e-02]
 [3.78593041e-04]
 [6.37876441e-02]
 [3.45355308e-02]
 [1.64122514e-04]]",
smoking_data,New Mexico,DSC,2.130294793280263,2.99288878971357,1.4049176663972738,"[[0.01842665]
 [0.01864826]
 [0.03063819]
 [0.02657566]
 [0.03503307]
 [0.02290427]
 [0.025587  ]
 [0.03105453]
 [0.02023343]
 [0.02939759]
 [0.02138776]
 [0.0007493 ]
 [0.02949393]
 [0.02668169]
 [0.03011852]
 [0.02180558]
 [0.02726137]
 [0.03980969]
 [0.03207374]
 [0.05301937]
 [0.05253261]
 [0.00414084]
 [0.02901621]
 [0.03012476]
 [0.01711518]
 [0.03218554]
 [0.03249151]
 [0.01933637]
 [0.02401105]
 [0.02020267]
 [0.04101373]
 [0.00563029]
 [0.03463298]
 [0.01656448]
 [0.02213366]
 [0.04696402]
 [0.03100453]]",-37.83776559512814
smoking_data,North Carolina,SC,21.132625065922642,35.885179204444725,1.698093781179664,"[[0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.82229061]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.        ]
 [0.17770939]
 [0.        ]
 [0.        ]
 [0.        ]]",
smoking_data,North Carolina,DSC,20.05320703574279,34.26661965992302,1.7087850137310345,"[[2.15526400e-04]
 [2.19377680e-04]
 [0.00000000e+00]
 [1.66536805e-04]
 [0.00000000e+00]
 [8.32631624e-05]
 [1.40816986e-07]
 [0.00000000e+00]
 [4.13467837e-05]
 [1.03659023e-06]
 [1.42255605e-04]
 [8.17186704e-01]
 [0.00000000e+00]
 [5.75343277e-05]
 [3.85259108e-05]
 [1.09687383e-04]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [4.01154078e-02]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [2.45924467e-04]
 [0.00000000e+00]
 [0.00000000e+00]
 [0.00000000e+00]
 [7.47208983e-05]
 [1.46936415e-04]
 [0.00000000e+00]
 [4.51271598e-04]
 [0.00000000e+00]
 [1.42914743e-01]
 [1.53249103e-04]
 [0.00000000e+00]
 [0.00000000e+00]]",-3.621933619447886
smoking_data,North Dakota,SC,6.234860313261084,11.028556698020623,1.7688538546025967,"[[8.72225640e-15]
 [1.93220089e-14]
 [6.36054215e-15]
 [8.85099776e-15]
 [5.82792314e-02]
 [6.13356780e-15]
 [3.57882474e-14]
 [1.19233706e-14]
 [1.89997003e-14]
 [1.19486943e-14]
 [1.24950080e-14]
 [3.41248593e-14]
 [1.37975463e-01]
 [1.54096870e-14]
 [1.33524744e-02]
 [5.75888832e-02]
 [2.20291967e-14]
 [1.35970302e-14]
 [1.18684572e-14]
 [9.08712367e-15]
 [1.15725744e-14]
 [7.78972183e-02]
 [2.25070361e-14]
 [1.47775097e-14]
 [1.52753944e-14]
 [1.59170654e-14]
 [3.65332974e-02]
 [1.65695599e-01]
 [8.31875040e-15]
 [1.39102153e-14]
 [1.32862458e-01]
 [1.90235161e-01]
 [4.71214014e-02]
 [1.84444104e-14]
 [1.71025405e-14]
 [8.24588122e-02]
 [1.33511745e-14]]",
smoking_data,North Dakota,DSC,5.322269547362327,3.465993969432092,0.6512248090008538,"[[1.36885995e-02]
 [9.88213633e-05]
 [5.57873676e-02]
 [0.00000000e+00]
 [4.06438712e-02]
 [3.64241490e-02]
 [0.00000000e+00]
 [1.38289881e-02]
 [3.06182138e-02]
 [1.04577876e-02]
 [2.00716112e-02]
 [3.16049914e-02]
 [4.91228339e-02]
 [0.00000000e+00]
 [2.18686389e-02]
 [3.39912737e-02]
 [8.99971116e-04]
 [1.65180193e-02]
 [1.46809008e-02]
 [1.10421000e-02]
 [3.18766026e-02]
 [4.00788947e-02]
 [6.65007526e-02]
 [1.55181555e-02]
 [1.69532892e-03]
 [1.73353801e-04]
 [3.41099727e-02]
 [8.42808238e-02]
 [2.55174648e-02]
 [8.68078866e-03]
 [4.28537711e-02]
 [6.04311095e-02]
 [4.07779648e-02]
 [6.44387292e-02]
 [7.38773232e-05]
 [3.68182040e-02]
 [4.50370158e-02]]",-23.68769881171157
smoking_data,Ohio,SC,8.781629770946983,9.450321903426438,1.0761467005466054,"[[0.01059888]
 [0.02154727]
 [0.03895895]
 [0.09788223]
 [0.03970128]
 [0.00079312]
 [0.04594665]
 [0.07441573]
 [0.03065708]
 [0.03616539]
 [0.05143469]
 [0.01382683]
 [0.00192043]
 [0.01823664]
 [0.03769151]
 [0.02751274]
 [0.0479438 ]
 [0.02169857]
 [0.03083401]
 [0.0546096 ]
 [0.02432318]
 [0.0126258 ]
 [0.00252826]
 [0.00163597]
 [0.03289079]
 [0.05755322]
 [0.02201123]
 [0.0033006 ]
 [0.00646994]
 [0.01099894]
 [0.00112485]
 [0.00257528]
 [0.01073113]
 [0.03884371]
 [0.02113177]
 [0.00504806]
 [0.04383189]]",
smoking_data,Ohio,DSC,8.230987571243492,15.772316076251359,1.9162118688351468,"[[0.00125397]
 [0.02294073]
 [0.0353802 ]
 [0.0748471 ]
 [0.03575977]
 [0.00716551]
 [0.06003597]
 [0.06397374]
 [0.03267912]
 [0.03731734]
 [0.0421236 ]
 [0.00054998]
 [0.00507019]
 [0.02889728]
 [0.03339764]
 [0.00195254]
 [0.05143288]
 [0.02269419]
 [0.03578996]
 [0.06643764]
 [0.04293566]
 [0.00232337]
 [0.00656312]
 [0.00589051]
 [0.0318591 ]
 [0.05698373]
 [0.02638996]
 [0.01056486]
 [0.00497707]
 [0.01392555]
 [0.01073048]
 [0.00888554]
 [0.00485953]
 [0.03597894]
 [0.0187339 ]
 [0.01834415]
 [0.04035937]]",-6.743806141647329
smoking_data,Oklahoma,SC,6.2526562222594055,14.0356008499429,2.2447421305486577,"[[4.10266680e-02]
 [6.31226191e-02]
 [7.66285268e-03]
 [4.41985609e-02]
 [1.13991023e-02]
 [2.39123658e-02]
 [7.75517985e-02]
 [3.22114537e-02]
 [3.52060861e-02]
 [3.71226737e-02]
 [3.93281133e-02]
 [5.32791649e-02]
 [9.07306882e-03]
 [4.74956150e-02]
 [2.57363195e-02]
 [2.46519267e-02]
 [4.60003141e-02]
 [2.59196137e-02]
 [3.20308053e-02]
 [8.45154747e-03]
 [5.46620632e-05]
 [6.94087815e-03]
 [2.59556029e-02]
 [9.26025340e-03]
 [3.49674960e-02]
 [4.27518032e-02]
 [1.51076389e-02]
 [0.00000000e+00]
 [3.21678121e-02]
 [4.37085142e-02]
 [2.90580027e-03]
 [0.00000000e+00]
 [9.23053728e-03]
 [1.49209937e-02]
 [5.66752656e-02]
 [1.15596883e-03]
 [1.88161036e-02]]",
smoking_data,Oklahoma,DSC,6.64160025991589,13.725349379463005,2.0665726394736113,"[[0.03252679]
 [0.0639573 ]
 [0.01244864]
 [0.02100045]
 [0.00819475]
 [0.01217055]
 [0.09557304]
 [0.01963139]
 [0.0219837 ]
 [0.0308046 ]
 [0.01687577]
 [0.04258369]
 [0.00898927]
 [0.05004798]
 [0.01130904]
 [0.02613551]
 [0.04641222]
 [0.04294275]
 [0.0304508 ]
 [0.03455889]
 [0.03016807]
 [0.02009526]
 [0.0139705 ]
 [0.01164243]
 [0.02934837]
 [0.04306367]
 [0.00781251]
 [0.01963426]
 [0.02410487]
 [0.03953264]
 [0.00670127]
 [0.01916355]
 [0.01319271]
 [0.01500432]
 [0.05806344]
 [0.01250863]
 [0.00739284]]",-0.5756897525341703
smoking_data,Pennsylvania,SC,12.26856374733624,2.0643912265560824,0.16826674002523764,"[[0.02502518]
 [0.03772748]
 [0.01738277]
 [0.17021656]
 [0.04147431]
 [0.00898217]
 [0.01214027]
 [0.02265869]
 [0.01871221]
 [0.02482867]
 [0.00800038]
 [0.01415499]
 [0.01034871]
 [0.036878  ]
 [0.09772383]
 [0.00564423]
 [0.01254254]
 [0.00955746]
 [0.00342941]
 [0.04600094]
 [0.01539159]
 [0.00838863]
 [0.01351623]
 [0.00550198]
 [0.00829658]
 [0.01229706]
 [0.03076769]
 [0.01956753]
 [0.00843538]
 [0.00857929]
 [0.07967797]
 [0.00753274]
 [0.00901212]
 [0.01508929]
 [0.04193936]
 [0.07450876]
 [0.01806902]]",
smoking_data,Pennsylvania,DSC,6.906212375219005,13.178556487815214,1.9082176700940658,"[[0.00000000e+00]
 [3.01016929e-02]
 [1.62948235e-06]
 [1.51036859e-01]
 [4.40947820e-02]
 [3.02205824e-07]
 [7.76024516e-02]
 [7.88193214e-02]
 [8.59270483e-05]
 [4.76410413e-02]
 [3.00851478e-02]
 [1.02882340e-02]
 [6.48094906e-07]
 [4.47664237e-02]
 [6.23890436e-02]
 [1.27808165e-06]
 [3.47392975e-02]
 [1.42661732e-02]
 [3.89282064e-02]
 [1.06680794e-01]
 [2.56361595e-02]
 [5.89394948e-07]
 [1.03735623e-05]
 [6.84400193e-07]
 [3.51659929e-02]
 [3.10124641e-02]
 [2.94128689e-02]
 [8.12910559e-06]
 [0.00000000e+00]
 [1.31284792e-03]
 [2.84581579e-02]
 [1.76173020e-06]
 [3.29809769e-07]
 [6.39956901e-06]
 [3.43977373e-02]
 [4.30464034e-02]
 [1.85342568e-06]]",-14.720194652161355
smoking_data,Rhode Island,SC,7.27075625698773,11.286095917516295,1.5522588735758442,"[[1.01445606e-02]
 [2.37672890e-06]
 [4.61840228e-02]
 [2.59099377e-06]
 [3.63055227e-02]
 [2.80108172e-02]
 [2.53598023e-06]
 [2.04393561e-02]
 [2.54785759e-02]
 [1.64242302e-02]
 [1.23338423e-02]
 [1.86226701e-02]
 [3.93121637e-02]
 [8.43551546e-03]
 [2.00542628e-02]
 [2.74690887e-02]
 [1.59386667e-02]
 [3.54136820e-02]
 [2.33247060e-02]
 [5.09213144e-02]
 [6.35560002e-02]
 [4.64109182e-02]
 [4.01356048e-02]
 [3.89118627e-02]
 [2.18304083e-02]
 [4.12907015e-04]
 [1.30469340e-02]
 [5.97862268e-02]
 [2.05639111e-02]
 [1.19012835e-02]
 [4.40426663e-02]
 [2.36469438e-02]
 [4.41289413e-02]
 [4.75628182e-02]
 [0.00000000e+00]
 [4.95040186e-02]
 [3.97413621e-02]]",
smoking_data,Rhode Island,DSC,5.3377748865069625,18.354958400087696,3.438690988352859,"[[0.02497793]
 [0.00790734]
 [0.03941801]
 [0.00673692]
 [0.02847811]
 [0.03429687]
 [0.01759786]
 [0.0156393 ]
 [0.03232895]
 [0.01655061]
 [0.02430641]
 [0.04476114]
 [0.03874905]
 [0.01033814]
 [0.02067097]
 [0.0364549 ]
 [0.01327622]
 [0.01773417]
 [0.01801483]
 [0.00863098]
 [0.01833927]
 [0.0310423 ]
 [0.06163037]
 [0.04000091]
 [0.01906441]
 [0.0175494 ]
 [0.00855618]
 [0.06457313]
 [0.02858703]
 [0.02156211]
 [0.02853975]
 [0.05428713]
 [0.03185862]
 [0.05096999]
 [0.00919791]
 [0.02304242]
 [0.03432546]]",8.528144223386484
smoking_data,South Carolina,SC,4.807518532933807,11.115407129624082,2.3120882537380174,"[[7.59036130e-02]
 [8.75875170e-02]
 [9.01997297e-06]
 [1.10100175e-05]
 [7.57428271e-06]
 [7.19460097e-03]
 [3.43590803e-02]
 [9.51137580e-06]
 [5.66454456e-06]
 [4.51163987e-06]
 [7.57094966e-06]
 [8.88885154e-02]
 [6.44318050e-02]
 [2.74348641e-02]
 [5.93603571e-06]
 [1.85314754e-01]
 [5.01127263e-06]
 [4.50385487e-02]
 [4.18537411e-06]
 [6.29067088e-06]
 [4.14926210e-06]
 [1.02157962e-01]
 [5.95573442e-02]
 [0.00000000e+00]
 [5.88342742e-06]
 [3.79057034e-06]
 [5.68209732e-06]
 [5.05166292e-06]
 [4.02622433e-02]
 [4.71880633e-02]
 [2.93349717e-06]
 [2.80816281e-02]
 [3.31297901e-02]
 [9.85355986e-06]
 [7.37247067e-02]
 [2.47553922e-06]
 [8.20739506e-06]]",
smoking_data,South Carolina,DSC,3.392901870909251,8.32471689003338,2.453568422184421,"[[9.25024157e-02]
 [8.44742976e-02]
 [2.32156673e-02]
 [1.52752350e-05]
 [1.00071696e-02]
 [9.06627406e-03]
 [1.53596262e-05]
 [1.34287186e-05]
 [3.42377258e-06]
 [6.52712082e-06]
 [5.40470997e-06]
 [6.88313454e-02]
 [3.18159588e-02]
 [5.68674219e-06]
 [7.57353270e-06]
 [3.68564212e-01]
 [1.00310956e-05]
 [5.54676137e-06]
 [6.55994827e-06]
 [1.74406899e-05]
 [1.15585127e-05]
 [3.70574427e-02]
 [4.03184058e-02]
 [3.23133243e-02]
 [7.63899402e-06]
 [3.62193166e-06]
 [1.23771011e-05]
 [1.59331985e-03]
 [0.00000000e+00]
 [1.76706548e-07]
 [1.10685725e-02]
 [1.18506482e-01]
 [5.50212852e-03]
 [3.02842768e-02]
 [3.26967489e-02]
 [0.00000000e+00]
 [2.04989254e-03]]",7.784316431657392
smoking_data,South Dakota,SC,8.562929171485916,5.431629264655643,0.6343190695472142,"[[0.07872996]
 [0.04611043]
 [0.01964375]
 [0.0032387 ]
 [0.01904169]
 [0.0122975 ]
 [0.07328839]
 [0.00257021]
 [0.00353497]
 [0.00540392]
 [0.00152147]
 [0.01410336]
 [0.06020587]
 [0.0289542 ]
 [0.02152092]
 [0.10842448]
 [0.01735333]
 [0.01113699]
 [0.00440137]
 [0.01059788]
 [0.00672109]
 [0.02812467]
 [0.00525696]
 [0.02931518]
 [0.00517808]
 [0.0209927 ]
 [0.01887726]
 [0.01466359]
 [0.03683984]
 [0.01524863]
 [0.02714583]
 [0.16840711]
 [0.0136141 ]
 [0.00944321]
 [0.03872843]
 [0.01547405]
 [0.00388308]]",
smoking_data,South Dakota,DSC,2.536302606807452,11.90399160437181,4.6934429560658195,"[[0.02814587]
 [0.0283139 ]
 [0.02619421]
 [0.02918114]
 [0.02818755]
 [0.02731034]
 [0.02690629]
 [0.02798759]
 [0.02537374]
 [0.02806891]
 [0.02759648]
 [0.02096081]
 [0.02794372]
 [0.02822183]
 [0.02875489]
 [0.02773576]
 [0.02679921]
 [0.02710029]
 [0.02778507]
 [0.0280808 ]
 [0.02511621]
 [0.02777801]
 [0.02061147]
 [0.02765979]
 [0.0272933 ]
 [0.02802375]
 [0.02826867]
 [0.02809078]
 [0.02442013]
 [0.02755427]
 [0.02849996]
 [0.02762656]
 [0.02753847]
 [0.02246481]
 [0.02835677]
 [0.02841593]
 [0.02563279]]",-22.91683452860212
smoking_data,Tennessee,SC,8.995097211749618,17.985028567102443,1.9994257031052376,"[[0.08064153]
 [0.13713564]
 [0.01575421]
 [0.00041746]
 [0.014712  ]
 [0.00954929]
 [0.08604992]
 [0.00051618]
 [0.00081523]
 [0.00089369]
 [0.00023684]
 [0.06601729]
 [0.01999997]
 [0.03655532]
 [0.00799789]
 [0.06274418]
 [0.01863559]
 [0.01872426]
 [0.00084238]
 [0.00158717]
 [0.00131524]
 [0.01015052]
 [0.00416398]
 [0.02123732]
 [0.00109944]
 [0.06907018]
 [0.01320464]
 [0.01099325]
 [0.02919076]
 [0.01595709]
 [0.01764342]
 [0.09100619]
 [0.01004302]
 [0.00783302]
 [0.10447687]
 [0.01023202]
 [0.00255736]]",
smoking_data,Tennessee,DSC,9.702397886834149,19.226636871480718,1.9816376421307833,"[[0.09970309]
 [0.10812084]
 [0.00602084]
 [0.00639752]
 [0.00456332]
 [0.00762751]
 [0.00717386]
 [0.00594026]
 [0.00458341]
 [0.00255116]
 [0.00509915]
 [0.06809898]
 [0.01683425]
 [0.00957387]
 [0.00364691]
 [0.07970195]
 [0.00362809]
 [0.01780802]
 [0.00326734]
 [0.01648439]
 [0.01999644]
 [0.0283993 ]
 [0.01716702]
 [0.00210004]
 [0.0048178 ]
 [0.08171727]
 [0.00271477]
 [0.00224607]
 [0.02185469]
 [0.01727579]
 [0.00831048]
 [0.19401304]
 [0.01136036]
 [0.01097028]
 [0.07176065]
 [0.02252047]
 [0.00595079]]",1.6229261525433736
